runlist,algorithm_id,method,bit_rule,bit_allocator,contamination_id,contamination_mode,geometry_id,point_count,clean_point_count,seed,frame_estimator,refinement,sort_seconds,output_hash,bits_axis,robust_fallback_used,miad,m1_l1_locality,l1_locality,m1_l2_locality,l2_locality,recall_8_64,peak_rss_kb,block_read_mean,block_read_p95,cache_references,cache_misses,cache_miss_rate,perf_status,kendall_tau_clean,frame_angle_rad
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,128,128,0,none,off,1.3957e-05,86bff0c7f3cc6a15d90e6dae4de4dda0beb5629eea7849364334d5def3dffe4d,0 0 0,False,2.3857156613349613,,,,,,26368.0,4.96269295482909,5.259329064420666,254324,59258,0.233001997452069,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,128,128,1,none,off,1.1201e-05,86bff0c7f3cc6a15d90e6dae4de4dda0beb5629eea7849364334d5def3dffe4d,0 0 0,False,2.2019079212976043,,,,,,26368.0,5.104272411248124,5.7743972834647534,246038,59382,0.24135296173761778,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,128,128,2,none,off,1.1361e-05,86bff0c7f3cc6a15d90e6dae4de4dda0beb5629eea7849364334d5def3dffe4d,0 0 0,False,2.0792157426026407,,,,,,26368.0,5.492711431938421,7.172261081349041,246076,58889,0.23931224499748047,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,128,128,3,none,off,1.1221e-05,86bff0c7f3cc6a15d90e6dae4de4dda0beb5629eea7849364334d5def3dffe4d,0 0 0,False,2.204588269941265,,,,,,26368.0,5.004582383396408,5.651619269859759,244917,57157,0.23337293858735816,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,128,128,4,none,off,1.1152e-05,86bff0c7f3cc6a15d90e6dae4de4dda0beb5629eea7849364334d5def3dffe4d,0 0 0,False,2.236779995446672,,,,,,26368.0,5.453460956801399,5.749927291722988,245578,57648,0.23474415460668302,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,256,256,0,none,off,2.1622e-05,5354e0b9015c1e4f59b26e1797856fad7b2131d4a3e7ea31fc6d80e64ad31c8b,0 0 0,False,2.321296529497775,,,,,,26368.0,4.9859617074213896,5.391678762642482,259719,60806,0.23412226290721896,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,256,256,1,none,off,2.1371e-05,5354e0b9015c1e4f59b26e1797856fad7b2131d4a3e7ea31fc6d80e64ad31c8b,0 0 0,False,2.2695304944496995,,,,,,26368.0,5.2271827608351025,5.7743972834647534,254016,56713,0.22326546359284455,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,256,256,2,none,off,2.1581e-05,5354e0b9015c1e4f59b26e1797856fad7b2131d4a3e7ea31fc6d80e64ad31c8b,0 0 0,False,2.191056493897793,,,,,,26368.0,5.523991712087803,7.172261081349041,254351,57595,0.22643905469213804,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,256,256,3,none,off,2.1361e-05,5354e0b9015c1e4f59b26e1797856fad7b2131d4a3e7ea31fc6d80e64ad31c8b,0 0 0,False,2.191664710630127,,,,,,26368.0,5.16491058668585,5.848688379223961,258393,57742,0.2234658059622358,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,256,256,4,none,off,2.1731e-05,5354e0b9015c1e4f59b26e1797856fad7b2131d4a3e7ea31fc6d80e64ad31c8b,0 0 0,False,2.1766400750339683,,,,,,26368.0,5.325091353230851,6.091248284750988,255594,59798,0.2339569786458211,ok,,
