runlist,algorithm_id,method,bit_rule,bit_allocator,contamination_id,contamination_mode,geometry_id,point_count,clean_point_count,seed,frame_estimator,refinement,sort_seconds,output_hash,bits_axis,robust_fallback_used,miad,m1_l1_locality,l1_locality,m1_l2_locality,l2_locality,recall_8_64,peak_rss_kb,block_read_mean,block_read_p95,cache_references,cache_misses,cache_miss_rate,perf_status,kendall_tau_clean,frame_angle_rad
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,128,128,0,none,off,1.077e-05,86bff0c7f3cc6a15d90e6dae4de4dda0beb5629eea7849364334d5def3dffe4d,0 0 0,False,2.3857156613349613,,,,,,26368.0,4.96269295482909,5.259329064420666,249006,59327,0.23825530308506623,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,128,128,1,none,off,1.8395e-05,86bff0c7f3cc6a15d90e6dae4de4dda0beb5629eea7849364334d5def3dffe4d,0 0 0,False,2.2019079212976043,,,,,,26368.0,5.104272411248124,5.7743972834647534,248286,57320,0.23086279532474646,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,128,128,2,none,off,1.0941e-05,86bff0c7f3cc6a15d90e6dae4de4dda0beb5629eea7849364334d5def3dffe4d,0 0 0,False,2.0792157426026407,,,,,,26368.0,5.492711431938421,7.172261081349041,253682,59783,0.2356611821098856,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,128,128,3,none,off,1.0921e-05,86bff0c7f3cc6a15d90e6dae4de4dda0beb5629eea7849364334d5def3dffe4d,0 0 0,False,2.204588269941265,,,,,,26368.0,5.004582383396408,5.651619269859759,248856,57255,0.23007281319317197,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,128,128,4,none,off,1.1131e-05,86bff0c7f3cc6a15d90e6dae4de4dda0beb5629eea7849364334d5def3dffe4d,0 0 0,False,2.236779995446672,,,,,,26368.0,5.453460956801399,5.749927291722988,255921,59785,0.23360724598606603,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,256,256,0,none,off,3.5277e-05,5354e0b9015c1e4f59b26e1797856fad7b2131d4a3e7ea31fc6d80e64ad31c8b,0 0 0,False,2.321296529497775,,,,,,26368.0,4.9859617074213896,5.391678762642482,264608,62297,0.2354312794775668,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,256,256,1,none,off,2.0148e-05,5354e0b9015c1e4f59b26e1797856fad7b2131d4a3e7ea31fc6d80e64ad31c8b,0 0 0,False,2.2695304944496995,,,,,,26368.0,5.2271827608351025,5.7743972834647534,256743,58584,0.22818148888187798,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,256,256,2,none,off,2.105e-05,5354e0b9015c1e4f59b26e1797856fad7b2131d4a3e7ea31fc6d80e64ad31c8b,0 0 0,False,2.191056493897793,,,,,,26368.0,5.523991712087803,7.172261081349041,257252,58717,0.2282470107132306,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,256,256,3,none,off,2.141e-05,5354e0b9015c1e4f59b26e1797856fad7b2131d4a3e7ea31fc6d80e64ad31c8b,0 0 0,False,2.191664710630127,,,,,,26368.0,5.16491058668585,5.848688379223961,260023,58913,0.22656841894755464,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,256,256,4,none,off,3.5187e-05,5354e0b9015c1e4f59b26e1797856fad7b2131d4a3e7ea31fc6d80e64ad31c8b,0 0 0,False,2.1766400750339683,,,,,,26368.0,5.325091353230851,6.091248284750988,257180,58849,0.2288241698421339,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,512,512,0,none,off,4.22e-05,c94933723d0b2d8b5f677acbf48ad0a72cecf335170f25992e3462b84792435e,0 0 0,False,2.309108269221837,,,,,,26368.0,5.4299117680646924,6.859901923393798,278736,61655,0.22119496584581827,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,512,512,1,none,off,4.1539e-05,c94933723d0b2d8b5f677acbf48ad0a72cecf335170f25992e3462b84792435e,0 0 0,False,2.268384924704326,,,,,,26368.0,5.218788380332141,6.39106782778706,271994,59780,0.2197842599469106,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,512,512,2,none,off,7.1014e-05,c94933723d0b2d8b5f677acbf48ad0a72cecf335170f25992e3462b84792435e,0 0 0,False,2.2715359212509,,,,,,26368.0,5.709021700823486,7.172261081349041,278352,60612,0.21775306087256424,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,512,512,3,none,off,7.0323e-05,c94933723d0b2d8b5f677acbf48ad0a72cecf335170f25992e3462b84792435e,0 0 0,False,2.2333380825516826,,,,,,26368.0,5.11651154613798,5.848688379223961,274102,60479,0.22064413977278532,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E0,512,512,4,none,off,4.2861e-05,c94933723d0b2d8b5f677acbf48ad0a72cecf335170f25992e3462b84792435e,0 0 0,False,2.153563095636605,,,,,,26368.0,5.304988847483412,6.091248284750988,274879,57378,0.20873911793916597,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E1,128,128,0,none,off,1.4096e-05,86bff0c7f3cc6a15d90e6dae4de4dda0beb5629eea7849364334d5def3dffe4d,0 0 0,False,5.640208193291303,,,,,,26368.0,18.40676993666819,22.8357844727733,247761,56563,0.22829662456964575,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E1,128,128,1,none,off,1.1041e-05,86bff0c7f3cc6a15d90e6dae4de4dda0beb5629eea7849364334d5def3dffe4d,0 0 0,False,6.104709481876152,,,,,,26368.0,18.61252584182384,21.791115168227837,249130,58367,0.23428330590454782,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E1,128,128,2,none,off,1.5039e-05,86bff0c7f3cc6a15d90e6dae4de4dda0beb5629eea7849364334d5def3dffe4d,0 0 0,False,5.603155277500537,,,,,,26368.0,19.073937904560633,20.139070487889096,247948,58008,0.23395228031684062,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E1,128,128,3,none,off,1.1071e-05,86bff0c7f3cc6a15d90e6dae4de4dda0beb5629eea7849364334d5def3dffe4d,0 0 0,False,5.932100929073814,,,,,,26368.0,22.069018688470653,25.261913333170682,248971,60269,0.24207236987440303,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E1,128,128,4,none,off,1.0971e-05,86bff0c7f3cc6a15d90e6dae4de4dda0beb5629eea7849364334d5def3dffe4d,0 0 0,False,6.278827696977204,,,,,,26368.0,23.2402055472895,26.110636993081968,244345,58729,0.2403527798809061,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E1,256,256,0,none,off,2.116e-05,5354e0b9015c1e4f59b26e1797856fad7b2131d4a3e7ea31fc6d80e64ad31c8b,0 0 0,False,5.955309458701651,,,,,,26368.0,19.055477115543333,22.8357844727733,254543,58008,0.22789076894670054,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E1,256,256,1,none,off,2.148e-05,5354e0b9015c1e4f59b26e1797856fad7b2131d4a3e7ea31fc6d80e64ad31c8b,0 0 0,False,6.132392471448548,,,,,,26368.0,19.606058543996163,24.18242428230699,256672,59037,0.23000950629597308,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E1,256,256,2,none,off,2.14e-05,5354e0b9015c1e4f59b26e1797856fad7b2131d4a3e7ea31fc6d80e64ad31c8b,0 0 0,False,5.666868857813024,,,,,,26368.0,19.255278691029027,21.622497849537893,266201,60771,0.22828990124004042,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E1,256,256,3,none,off,2.117e-05,5354e0b9015c1e4f59b26e1797856fad7b2131d4a3e7ea31fc6d80e64ad31c8b,0 0 0,False,5.853615365320175,,,,,,26368.0,20.859649004993866,25.261913333170682,261718,62307,0.23806921954164406,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E1,256,256,4,none,off,2.117e-05,5354e0b9015c1e4f59b26e1797856fad7b2131d4a3e7ea31fc6d80e64ad31c8b,0 0 0,False,5.8881921411475275,,,,,,26368.0,21.73078910610286,26.110636993081968,255905,59880,0.23399308337078212,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E1,512,512,0,none,off,4.2289e-05,c94933723d0b2d8b5f677acbf48ad0a72cecf335170f25992e3462b84792435e,0 0 0,False,6.226525126705589,,,,,,26368.0,21.32790662151991,31.01654637798536,276179,62750,0.22720771673443674,ok,,
table_5_runtime,A0_input,input,C0_uniform,uniform,D0,clean,E1,512,512,1,none,off,4.2551e-05,c94933723d0b2d8b5f677acbf48ad0a72cecf335170f25992e3462b84792435e,0 0 0,False,6.006858405314401,,,,,,26368.0,19.670168887662157,26.4968445897372,280358,62258,0.22206607266423645,ok,,
